date	MIN_Tempperature				MAX_Temperature			
	HELMERS	CRREL	CARSNOW	CPEAK	HELMERS	CRREL	CARSNOW	CPEAK
01/01/11	-13.66	-22.98	-19.08	-14.45	2.49	-4.22	-4.89	1.42
01/02/11	1.61	-12.46	-7.15	-0.11	3.21	-1.65	-3.38	1.76
01/03/11	-0.68	-13.05	-9.91	-2.52	1.74	-6.65	-4.73	0.49
01/04/11	-1.96	-9.62	-8.36	-3.12	0.73	-2.14	-2.34	-0.51
01/05/11	-10.57	-24.15	-17.9	-9.58	-2.3	-7.48	-4.06	-2.37
01/06/11	-13.87	-24.84	-18	-15.45	-9.62	-9.62	-10.14	-10.18
01/07/11	-14.14	-14.05	-13.04	-15.38	-12.79	-12.31	-12.03	-14.18
01/08/11	-15.83	-20.64	-17.66	-16.12	-8.41	-11.54	-11.93	-8.98
01/09/11	-11.24	-18.38	-14.83	-9.38	-5.25	-10.28	-9.37	-4.31
01/10/11	-9.29	-23.6	-17.83	-6.18	-3.96	-10.91	-10.48	-3.71
01/11/11	-11.11	-23.97	-17.39	-13.19	-4.1	-11.57	-10.61	-5.65
01/12/11	-15.48	-27.86	-23.67	-15.85	-10.57	-21.06	-17.02	-12.38
01/13/11	-18.79	-29.49	-25.16	-20.79	-12.17	-14.98	-16.71	-13.51
01/14/11	-20.14	-30.32	-23.37	-21.86	-18.11	-17.62	-18.57	-19.79
01/15/11	-20.01	-32.64	-27.36	-21.53	-16.36	-26.17	-23.03	-17.99
01/16/11	-23.66	-34.3	-29.25	-20.06	-13.93	-13.84	-16.43	-15.25
01/17/11	-25.48	-37.9	-32.44	-25.67	-23.59	-26.22	-25.9	-21.66
01/18/11	-28.39	-39.54	-35.49	-27.34	-23.52	-25.69	-25.16	-23.53
01/19/11	-23.38	-41.9	-35.28	-22.46	-14.87	-37.25	-31.55	-14.98
01/20/11	-24.8	-43.82	-37.45	-24.06	-21.69	-39.74	-34.94	-21.06
01/21/11	-23.59	-43.66	-37.66	-23.2	-20.47	-33.75	-30.27	-20.59
01/22/11	-33.07	-40.86	-37.25	-32.9	-20.41	-26.38	-26.24	-20.32
01/23/11	-32.87	-42.81	-38.91	-32.9	-17.03	-15.82	-17.59	-18.19
01/24/11	-17.11	-27.13	-23.27	-17.12	-8	-14.69	-16.07	-6.04
01/25/11	-8.88	-28.77	-24.62	-5.97	-1.95	-19.83	-18.84	-2.84
01/26/11	-16.71	-25.44	-22.49	-16.26	-5.38	-16.8	-17.56	-4.78
01/27/11	-17.65	-25.34	-20.97	-18.52	-11.77	-13.27	-13.85	-10.71
01/28/11	-9.68	-25.27	-21.1	-9.84	-3.57	-17.59	-13.24	-4.91
01/29/11	-5.65	-21.67	-15.81	-5.38	-3.35	-14.12	-13.38	-3.19
01/30/11	-8.14	-25.61	-18.77	-7.24	-3.22	-15.9	-13.81	-2.32
01/31/11	-8.41	-27.4	-20.19	-7.98	-2.02	-13.23	-10.07	-3.44
02/01/11	-9.5	-16.83	-13.04	-8.05	-1.28	-8.6	-7.18	-2.79
02/02/11	-13.54	-17.95	-14.59	-13.12	-9.01	-12.28	-12.06	-8.18
02/03/11	-11.17	-12	-11.76	-11.65	-5.45	-8.75	-8.97	-6.71
02/04/11	-14.68	-27.46	-21.44	-12.99	-9.62	-11.47	-10.35	-10.39
02/05/11	-13.8	-29.92	-23.3	-12.51	-7.79	-20.53	-19.24	-7.4
02/06/11	-14.14	-29.02	-22.32	-10.71	-7.05	-21.78	-19.38	-3.6
02/07/11	-13.66	-30.86	-24.41	-11.77	-8.47	-21.67	-19.28	-8.51
02/08/11	-8.47	-24.67	-20.08	-8.51	-1.62	-7.24	-6.75	-3.19
02/09/11	-10.44	-13.26	-9	-11.65	-2.29	-5.37	-5.5	-3.31
02/10/11	-18.73	-18.05	-17.8	-19.73	-10.7	-8.03	-9.14	-12.39
02/11/11	-24.27	-23.09	-23.3	-24.87	-18.93	-17.47	-17.59	-19.72
02/12/11	-28.59	-37.21	-32.98	-28.08	-23.58	-23.5	-23.64	-22.34
02/13/11	-34.36	-40.73	-36.54	-32.96	-24.59	-26.54	-28.44	-19.11
02/14/11	-34.43	-40.78	-37.01	-34.71	-30.7	-26.48	-27.53	-28.48
02/15/11	-33.82	-42.25	-38.88	-31.96	-21.83	-27.94	-27.19	-20.79
02/16/11	-26.77	-40.74	-35.93	-25.2	-18.51	-27.02	-25.6	-18.73
02/17/11	-23.65	-28.7	-28.47	-24.6	-12.52	-13.31	-13.38	-13.58
02/18/11	-19.54	-29.88	-24.69	-17.65	-10.57	-9.07	-9.4	-12.45
02/19/11	-25.96	-33.52	-27.29	-25.2	-12.72	-14.65	-14.18	-15.05
02/20/11	-26.7	-33.85	-29.69	-25.87	-14	-15.38	-15.84	-13.71
02/21/11	-22.37	-21.64	-20.9	-24.07	-10.03	-7.78	-8.9	-10.91
02/22/11	-24.2	-34	-29.56	-25.14	-19.93	-16.8	-17.32	-19.6
02/23/11	-23.05	-34.2	-29.49	-22.86	-10.16	-13.25	-13.68	-10.85
02/24/11	-11.92	-17.03	-15.54	-12.92	-3.91	-6.19	-6.07	-3.91
02/25/11	-20.35	-17.19	-17.66	-22.06	-3.3	-1.84	-1.87	-4.58
02/26/11	-24.54	-27.76	-29.29	-25.07	-19.13	-15.69	-16.07	-19.94
02/27/11	-26.09	-32.48	-32.91	-24.6	-19.93	-19.56	-19.68	-19.6
02/28/11	-25.14	-32.8	-32.88	-23.86	-17.57	-18.16	-17.8	-15.61
03/01/11	-22.17	-32.13	-30.98	-20.66	-13.58	-16.53	-15.1	-14.21
03/02/11	-18.12	-30.01	-28.58	-18.19	-12.66	-13.71	-10.67	-12.39
03/03/11	-18.92	-28.17	-27.05	-18.92	-12.85	-11.94	-9.11	-13.19
03/04/11	-17.17	-31.55	-26.44	-18.86	-12.72	-11.38	-8.88	-13.79
03/05/11	-12.38	-23.41	-17.9	-14.05	-6.13	-5.11	-2.87	-6.73
03/06/11	-12.32	-27.39	-21.71	-11.51	-4.98	-4.12	-4.35	-4.75
03/07/11	-11.78	-26.63	-21.13	-13.05	-5.05	-2.51	-2.07	-7.45
03/08/11	-12.25	-25.33	-21.03	-14.05	-6.27	-4.08	-2.72	-7
03/09/11	-14.07	-27.66	-19.38	-15.45	-9.77	-6.72	-5.96	-10.98
03/10/11	-14.07	-31.36	-23.57	-15.32	-8.62	-5.52	-5.59	-8.72
03/11/11	-15.75	-31.48	-25.16	-15.05	-8.54	-3.84	-5.79	-8.15
03/12/11	-16.97	-31.21	-25.67	-14.38	-7.94	-4.04	-5.73	-7.14
03/13/11	-15.35	-28.24	-23.03	-16.85	-9.22	-5.53	-5.2	-9.99
03/14/11	-15.69	-26.9	-23.97	-17.66	-10.84	-7.22	-7.28	-11.99
03/15/11	-14.2	-28.11	-22.73	-15.72	-7.14	-3.76	-3.41	-7.26
03/16/11	-15.82	-26.88	-23.03	-17.39	-6.53	-3.17	-3.31	-8.4
03/17/11	-16.49	-31.41	-24.58	-17.52	-9.77	-4.72	-6.17	-8.68
03/18/11	-13.59	-30.86	-24.89	-14.85	-4.25	2.89	-0.92	-4.81
03/19/11	-12.45	-23.21	-18.58	-12.05	-5.8	-2.35	-3.11	-6.93
03/20/11	-7.26	-22.5	-16.34	-8.64	0.51	4.29	3.68	-0.61
03/21/11	-8.13	-25.92	-18.91	-7.64	-1.23	4.48	1.8	-1.01
03/22/11	-9.42	-26.32	-19.75	-8.64	-2.24	2.14	1.16	-2.95
03/23/11	-7.2	-22.69	-17.15	-6.51	0.51	5.61	4.11	0.05
03/24/11	-5.98	-20.56	-14.42	-6.04	1.32	6.15	4.58	0.98
03/25/11	-5.59	-21.01	-14.66	-5.24	1.19	5.95	4.48	1.51
03/26/11	-7.06	-19.35	-13.78	-5.9	-0.16	4.2	3.03	0.11
03/27/11	-8.41	-19.21	-13.99	-7.65	0.05	4.56	2.93	-1.28
03/28/11	-8.55	-11.85	-9.61	-9.78	-4.44	-1.79	-2.55	-6.11
03/29/11	-4.24	-9.38	-8.43	-5.71	4.75	7.12	7.22	3.27
03/30/11	-9.7	-14.6	-9.58	-10.98	2.34	5.18	3.79	1.2
03/31/11	-15.75	-24.52	-19.93	-15.86	-9.23	-4.49	-5.31	-10.34
04/01/11	-16.96	-28.57	-23.71	-16.45	-6.8	-2.81	-2.92	-6.68
04/02/11	-8.81	-20.48	-16.42	-10.04	1.26	5.54	4.1	-0.35
04/03/11	-3.37	-16.1	-11.8	-4.51	3.54	6.68	6.78	2.73
04/04/11	-3.5	-13.46	-8.97	-3.59	4.36	5.25	4.94	0.6
04/05/11	-7.34	-8.33	-5.81	-8.58	3.36	6.71	4.69	0.08
04/06/11	-16.3	-20.11	-19.18	-17.92	-9.7	-5.93	-6.66	-10.78
04/07/11	-12.99	-17.54	-15.87	-14.38	-1.82	-0.96	-1.48	-3.12
04/08/11	-4.84	-9.73	-7.52	-6.45	3.41	6.86	5.4	0.65
04/09/11	-8.41	-13.55	-12	-9.31	-0.76	4.69	3.56	-0.75
04/10/11	-9.01	-15.47	-12.78	-8.38	0.45	4.39	3.83	-0.75
04/11/11	-11.51	-14.8	-11.67	-13.38	-1.89	1.66	2.29	-3.59
04/12/11	-13.39	-17.37	-17.36	-15.66	-6.66	-4.32	-3.59	-10.14
04/13/11	-13.46	-19.04	-18.3	-15.12	-7.4	-4.43	-4.34	-10.26
04/14/11	-10.77	-8.93	-8.87	-12.91	-0.96	1.76	1.72	-2.86
04/15/11	-5.65	-11.32	-11.86	-7.31	4.47	8.44	7.06	4.24
04/16/11	-4.57	-14.21	-10.01	-7.12	0.53	5.39	4.04	0.19
04/17/11	-6.79	-17.01	-12.37	-6.44	2.89	6.8	5.88	1.33
04/18/11	-4.38	-10.65	-7.19	-3.91	5.29	8.7	7.19	2.72
04/19/11	-6.72	-11.23	-8	-8.78	2.28	7.68	5.77	-0.15
04/20/11	-8.55	-10.8	-10.12	-10.38	-2.43	1.26	1.18	-4.13
04/21/11	-8.54	-13.59	-12.43	-9.98	0.05	4.21	3.3	-1.15
04/22/11	-4.18	-5.41	-4.97	-5.98	3.21	6.32	6.31	2.2
04/23/11	1.41	-3.31	-2.34	-0.72	8.84	13.24	11.45	8.9
04/24/11	0.74	-6.68	-4.26	0.22	9.6	14.72	12.85	9.77
04/25/11	-0.47	-6.84	-4.7	-0.92	7.71	13.4	11.15	7.31
04/26/11	0.33	-5.15	-2.91	0.82	7.92	11.39	9.8	5.32
04/27/11	0.32	-2.27	-1.78	-0.58	4.35	6.83	5.88	1.28
04/28/11	0.46	-2.66	-1.26	-0.31	6.69	12.07	9.17	4.93
04/29/11	0.73	-5.91	-3.55	0.76	10.2	12.78	11.57	6.45
04/30/11	1.67	-4.25	-2.48	1.42	9.78	15.18	12.02	8.32
05/01/11	0.81	-4.74	-2.65	-0.18	5.5	11.55	9.56	3.6
05/02/11	-0.35	-5.4	-2.78	-1.45	4.96	8.39	7.36	3
05/03/11	-1.15	-6.85	-4.16	-2.45	5.16	11.76	8.86	3.8
05/04/11	-2.01	-8.62	-6.07	-2.37	6.37	12.01	9.96	3.59
05/05/11	-1.54	-9.12	-6.11	-2.04	6.36	13.8	10.37	4.46
05/06/11	-2.1	-6.88	-4.83	-3.65	8.58	14.25	11.08	6.6
05/07/11	-5.72	-8.82	-6.14	-7.25	-0.42	4.95	2.49	-2.32
05/08/11	-6.25	-11.14	-8.97	-6.91	5.36	11.65	9.29	3.58
05/09/11	0.14	-8.36	-6.01	-1.32	7.45	14.59	11.15	5.85
05/10/11	-2.63	-8.87	-5.84	-4.58	6.65	9.79	8.17	3.4
05/11/11	-3.9	-7.31	-4.73	-5.11	3.74	8.59	6.78	2
05/12/11	-2.08	-7.54	-4.9	-4.18	4.28	10.57	8.85	2.34
05/13/11	-0.74	-2.68	-2.65	-2.79	5.7	10.69	8.66	4.2
05/14/11	1.95	-4.18	-3.72	0.15	14.08	19.08	16.18	12.18
05/15/11	3.02	-5.84	-2.28	2.69	12.8	18.69	15.68	11.52
05/16/11	4.09	-2.91	0.39	3.48	12.28	18.26	16.13	11.72
05/17/11	5.37	-2.21	-1.14	4.21	17.28	23.64	20.91	16.91
05/18/11	10.12	3.69	3.6	8.34	15.87	21.97	18.87	15.46
05/19/11	9.73	-1.41	2.13	7.88	17.75	24.78	20.47	16.71
05/20/11	8.04	-2	2.02	6.75	16.69	21.79	19.83	14.92
05/21/11	10.13	-2.59	1.45	8.35	17.37	23.05	21.51	16.59
05/22/11	9.65	0.29	3.12	8.54	18.69	23.8	21.52	17.05
05/23/11	8.79	7.22	7.15	7.55	18.22	24.99	21.55	17.85
05/24/11	12.95	4.09	5.68	11.14	21.84	26.87	25.46	21.51
05/25/11	12.81	4.26	6	11.61	18.95	24.44	21.38	18.06
05/26/11	12.82	1.08	4.6	11.88	22.45	27.92	25.58	21.84
05/27/11	15.23	-0.26	4.97	13.74	25.05	30.92	28.24	23.58
05/28/11	16.76	2.25	6.92	15.81	26.28	30.94	27.94	25.11
05/29/11	14.27	3.46	7.33	13.07	23.23	28.26	25.85	22.24
05/30/11	12	0.62	4.7	11.54	21.1	26.66	23.78	20.25
05/31/11	11.2	2.35	6.01	11.81	22.18	28.13	24.48	21.44
06/01/11	9.24	3.15	6.58	7.48	20.43	24.63	22.82	19.78
06/02/11	8.04	8.79	8.5	6.28	14.4	18.51	17.34	13.14
06/03/11	7.23	5.5	5.31	5.68	16.69	22.09	19.58	16.65
06/04/11	7.37	-1.22	1.88	7.2	15.27	20.24	16.66	13.65
06/05/11	7.38	-2.48	0.57	7.61	17.5	20.26	19.18	16.24
06/06/11	7.91	1.12	4.03	6.41	17.21	22.9	19.76	16.64
06/07/11	8.85	-1.84	2.42	9.42	21.1	26.63	24.02	21.37
06/08/11	8.18	6.77	7.45	7.55	13.61	15.97	14.82	12.01
06/09/11	6.42	7.37	7.29	4.74	11.52	15.7	13.96	9.87
06/10/11	4.89	2.79	3.02	4.41	15.88	20.76	16.92	14.05
06/11/11	8.38	0.28	4.57	6.68	17.21	23.98	19.61	17.24
06/12/11	7.64	3.62	5.85	6.47	15.88	19.11	17.66	13.13
06/13/11	7.03	4.28	6.28	5.88	13.14	18.42	15.41	11.01
06/14/11	6.7	3.07	3.89	6.01	12.8	19.02	15.05	11.94
06/15/11	6.96	6.72	7.19	5.42	11.39	14.8	12.42	9.07
06/16/11	6.42	4.17	5	5.75	15.88	21.85	17.83	15.32
06/17/11	9.26	-1.5	1.95	9.01	19.03	25.75	21.72	19.38
06/18/11	10.19	-0.81	3.12	10.21	20.31	26.63	22.41	19.26
06/19/11	14.28	0.39	4.3	13.01	23.19	27.14	24.76	21.37
06/20/11	10.52	9.09	10.3	8.67	16.35	19.08	16.94	14.52
06/21/11	11.19	11.27	11.28	9.54	18.49	24.03	21.06	18.32
06/22/11	11.32	12.04	12.08	9.81	14.01	16.42	14.93	11.94
06/23/11	7.5	7.83	8.06	5.88	14.22	17.43	16.12	11.08
06/24/11	6.36	1.67	3.16	6.21	21.42	27.91	24.05	21.17
06/25/11	13.74	9.27	9.17	12.27	26.24	32.03	28.67	25.78
06/26/11	12.06	8.11	9.93	11.4	16.75	20.52	17.67	15.26
06/27/11	10.79	4.02	6.25	10.94	21.7	28.31	24.1	21.77
06/28/11	10.05	7.82	8.9	8.74	15.41	18.58	16.67	12.54
06/29/11	8.97	11.18	10.71	8.07	11.66	14.46	13.76	9.74
06/30/11	8.88	8.58	9.39	7.61	15.78	19.81	16.84	12.6
07/01/11	6.4	3.94	6.37	7.15	17.25	20.49	17.38	14.74
07/02/11	4.29	0.64	3.56	8.61	18.28	20.94	18.44	15.52
07/03/11	10.63	10.96	11.18	9.01	17.16	21.67	17.38	15.13
07/04/11	9.27	9.4	9.66	7.55	16.95	20.13	18.19	13.92
07/05/11	6.04	4.56	5.64	7.15	21.68	25.99	21.31	18.44
07/06/11	7.23	3.24	6.22	12.08	23.42	26.27	23.41	22.31
07/07/11	7.72	2.66	6.55	13.14	24.06	27.9	24.02	22.58
07/08/11	9.9	8.44	9.19	11.3	22.97	26.26	22.35	20.31
07/09/11	6.82	2.67	6.35	11.28	23.42	27.49	23.19	19.57
07/10/11	7.06	3.43	6.75	10.88	20.95	24.6	21.83	18.26
07/11/11	8.96	7.94	9.31	9.54	22.48	25.87	22.46	19.57
07/12/11	10.39	9.76	10.67	8.14	17.28	19.46	17.65	14.74
07/13/11	7.51	7.65	8.36	6.34	18.66	22.53	18.64	15.58
07/14/11	3.95	0.15	3.37	7.55	18.95	23.31	18.14	15.72
07/15/11	9.3	8.73	9.9	8.61	18.28	22.79	17.8	14.39
07/16/11	3.7	1.18	3.66	5.94	15.13	18.76	15.96	11.47
07/17/11	1.9	-2.43	0.91	6.95	20.04	24.28	19.75	17.3
07/18/11	6.52	6.18	7.42	5.94	15.15	18.57	15.14	12.27
07/19/11	5.35	3.57	5.44	5.42	16.99	20.61	16.44	14.39
07/20/11	2.91	-1.68	1.96	7.75	21.9	25.88	21.75	18.71
07/21/11	6.07	1.11	5.34	11.41	22.65	27.26	22.79	19.45
07/22/11	8.74	4.14	7.94	14.14	25.44	28.14	25.6	22.58
07/23/11	6.76	1.05	5.28	11.4	25.03	28.18	24.73	22.17
07/24/11	9.31	8.67	8.69	8.14	17.49	20.48	17.97	14.52
07/25/11	8.27	5.06	8.03	10.21	22.02	24.68	21.35	20.04
07/26/11	7.68	5.36	7.86	8.61	17.47	19.97	17.85	14.85
07/27/11	7.46	6.31	7.45	8.61	16.46	19.67	16.03	14.39
07/28/11	5.96	3.54	6.15	8.08	18.57	22.74	18.25	15.06
07/29/11	7.08	3.38	6.69	8.61	19.79	23.44	20.02	16.06
07/30/11	8.4	9.36	9.17	6.48	13.12	15.8	13.59	10.27
07/31/11	5.7	3.42	6.41	5.08	12.68	15.33	13.44	10.08
08/01/11	5.06	3.27	4.97	6.95	19.41	23.23	19.08	16.12
08/02/11	8.75	8.15	8.63	9.34	17.3	20.24	17.48	14.87
08/03/11	9.05	7.89	8.7	8.94	19.88	22.21	19.85	17.58
08/04/11	5.25	1.56	4.64	9.42	22.65	26.84	22.66	19.84
08/05/11	2.17	0.4	2.51	3.61	11.73	14.37	12.89	10.01
08/06/11	-0.72	-3.36	-1.16	1.96	17.16	21.34	16.7	13.79
08/07/11	3.22	1.66	3.52	3.55	10.43	13.48	11.12	6.8
08/08/11	1.99	1.29	1.15	3.41	15.14	19.98	14.4	12.19
08/09/11	5.93	4.22	5.78	4.62	12.87	15.67	12.46	10.47
08/10/11	5.53	5.8	6.32	4.28	14.38	17.73	14.47	11.99
08/11/11	4.71	3.58	4.13	6.41	16.18	19.97	15.04	13.66
08/12/11	2.36	-1.82	1.89	6.15	19.47	24.12	18.77	16.24
08/13/11	7.78	7.2	8.23	6.48	11.77	14.57	12.49	9.81
08/14/11	4.03	2.65	3.9	5.48	13.89	17.87	13.26	10.67
08/15/11	6.81	6.07	5.81	6.88	16.57	20.75	16.49	13.07
08/16/11	3.88	3.12	2.22	6.15	16.51	21.08	17.28	13.72
08/17/11	7.42	6.84	6.99	7.28	16.63	18.99	16.7	14.19
08/18/11	5.48	3.98	5.38	6.75	16.42	20.17	16.81	14.12
08/19/11	4.21	2.29	2.89	6.61	20.12	23.85	19.78	16.72
08/20/11	7.58	8.77	8.03	5.94	12.25	15.06	13.39	9.27
08/21/11	6.1	7.5	6.89	3.88	11.52	13.79	12.02	8.74
08/22/11	6.45	6.81	5.92	6.61	16.72	21.26	15.93	14.58
08/23/11	6.59	4.16	6.99	7.01	13.54	16.11	13.89	11.28
08/24/11	5.17	2.29	4.4	5.15	16.16	19.87	15.86	13.85
08/25/11	1.82	-2.57	0.58	6.89	18.41	22.65	17.55	16.84
08/26/11	3.12	-1.81	2.33	8.48	20.19	23.8	20.59	17.77
08/27/11	3.1	-1.26	1.68	8.01	20.24	25.17	19.38	17.37
08/28/11	3.32	-1.58	2.46	8.75	20.58	24.96	19.48	17.64
08/29/11	2.57	-2.87	0.55	8.82	19.81	24.71	19.31	16.7
08/30/11	2.12	-3.41	0.48	8.68	17.89	21.21	17.85	15.12
08/31/11	4.53	1.95	4.1	7.41	17.06	21.92	16.4	13.99
09/01/11	2.8	0.72	1.65	5.75	13.64	17.1	14.26	11.21
09/02/11	1.13	-3.17	0.48	5.75	17.26	20.83	17.08	14.52
09/03/11	2.36	-0.14	1.61	5.55	16.38	21.36	15.31	13.12
